Mouse ID#,Sex,Tansoral Exposure,Body Weight (g),Spleen Weight (g),BALF Cell Number,BALF Protein (ug/ml),LDH Activity(milliunits/mL),TGF-b (pg/ml),IL-6 (pg/ml),TNF-a (pg/ml),Perivasculitis & Peribronchitis,Alveolitis,Total Lung Score,ANA Score Pre,ANA Score 4 wk,ANA score 8wk,ANA Score 12 wk,ENA5 (U),IgM RF (ng/ml),anti-chromatin (U),anti-SSA (U),anti-SSB (U),anti-RNP (U),anti-Sm (U),anti-dsDNA  (U),Total IgM (ug/ml),Total IgG (ug/ml),Urine Protein (ug/ml),GN Score
186,M,PBS,30.89,0.07,352000,184.1875,0.006829341,9.2379345,337.5247,40.38442,0,0,0,0,0,0,3,25.1920551,413.0026,13.04375,11.37104938,11.79052235,10.38148843,10.30331457,147.8414139,633.9944,1566.70337,9641.25,0
187,M,PBS,32.78,0.09,622000,231.9375,0,0,141.1263,23.48538,0,0,0,0,0,1,4,25.78848767,131.33602,13.23125,9.526487459,10.14270328,9.513758599,9.982801751,178.4817462,534.5129,2502.218294,11609.375,0
188,M,PBS,31.2,0.08,323000,160.3125,0,0,248.7185,34.70494,0,0,0,0,0,0,0,12.57943536,1001.765,12.96875,NA,NA,NA,NA,NA,647.3396,1351.923603,6756.25,0
189,M,PBS,27.43,0.06,868000,414.6875,9.602053329,0,38.41641,7.710648,0,0,0,0,0,0,4,23.49260458,1192.4926,11.9125,13.01034754,11.24124933,20.0203252,20.71607255,175.4394437,427.3386,3964.174397,16411.25,0
190,M,PBS,26.71,0.07,264000,323.9375,0.67773365,0,174.8278,22.75297,0,0,0,0,1,0,2,13.88425878,176.02982,11.6375,7.994038916,9.065697361,22.75641026,16.94809256,121.7645354,227.2046,1338.720762,4918.125,0
191,F,PBS,27.41,0.06,152000,220.1875,0.332923136,0,443.494,62.47372,0,0,0,0,0,0,2,10.11042817,357.7818,11.60625,8.162748847,10.62197092,17.49530957,12.20293934,116.6215955,349.2023,1442.643395,15054.375,0
192,F,PBS,19.98,0.05,287000,334.375,2.613661225,0,250.3415,37.61404,0,0,0,0,0,0,1,21.18189395,196.62392,13.13125,NA,NA,NA,NA,NA,207.0386,4286.042564,12839.375,0
193,F,PBS,30.11,0.08,557000,353.3125,1.983117393,17.74194,150.5811,24.90779,0,0,0,0,0,0,1,63.32170018,389.7814,14.91875,NA,NA,NA,NA,NA,985.4105,2261.731282,9765.625,0
194,F,PBS,24.92,0.1,117000,210.375,0.014034191,13.980324,155.2671,24.35755,14,1,15,0,0,1,0,153.464996,1974.6942,16.54375,NA,NA,NA,NA,NA,858.0775,3292.067716,6841.25,0
195,F,PBS,42.47,0.08,164000,371.4375,0.973395795,15.205875,224.4284,44.7762,0,0,0,0,0,1,3,25.93409647,218.6956,13.29375,10.86210775,12.57404416,20.41901188,15.73639775,683.7212671,225.5163,1616.428395,7996.25,0
196,F,PBS,28.78,0.06,411000,229.9375,0.589948233,28.85214,260.7819,40.43308,0,0,0,0,0,0,2,17.95499531,473.36,13.80625,12.36643797,14.03877221,21.98248906,17.30769231,497.9235078,242.8737,2340.01257,6131.875,0
197,F,PBS,32.42,0.07,1220000,277.25,0.700771736,17.645055,188.8576,24.93218,0,0,0,0,1,1,2,25.47661215,260.3918,15.36875,10.45439208,14.21647819,20.23139462,18.08943089,1340.78617,480.785,8762.844795,15351.25,0
198,F,PBS,26.52,0.1,381000,269.8125,1.70345197,7.562238,113.7109,17.64088,3,0,3,0,1,1,4,38.54238486,1275.6486,13.56875,25.80699584,14.22724825,19.11350844,18.49593496,2537.135407,575.1941,4625.961074,7930.625,0
199,F,PBS,26.46,0.06,657000,296.1875,1.447600527,35.302665,266.8171,47.30943,0,0,0,0,2,2,0,414.7250948,296.4742,12.1625,NA,NA,NA,NA,NA,299.0505,2069.185906,12431.875,0
200,F,PBS,21.36,0.07,211000,116.3125,0.009388959,5.093655,58.31024,13.68853,1,0,1,0,0,0,0,12.86592353,1493.4682,16.175,NA,NA,NA,NA,NA,321.9539,6532.253255,15261.25,0
201,F,10mg,30.53,0.12,147000,211.125,0.376931138,12.9586335,158.4258,20.21865,2,0,2,0,1,1,0,46.80397727,1223.7494,14.725,NA,NA,NA,NA,NA,571.0753,2470.274596,4772.5,3
202,F,10mg,28.66,0.08,369000,251.9375,0.469551388,15.713685,164.6574,23.15244,0,0,0,0,0,1,0,62.51420455,1595.1586,13.38125,NA,NA,NA,NA,NA,240.6445,1247.471829,8040.625,0
203,F,10mg,23.52,0.07,358000,197,0.008725354,8.987907,183.9509,30.29391,0,0,0,0,0,0,0,NA,752.793,12.60625,NA,NA,NA,NA,NA,94.96468,940.9472275,4627.5,0
204,F,10mg,24.1,0.08,117000,210.5,0.014792597,9.9161115,98.18053,19.02446,7,2,9,0,0,0,0,NA,822.9874,12.54375,NA,NA,NA,NA,NA,133.0516,5719.106521,2956.875,0
205,F,10mg,26.15,0.07,5200000,553.25,31.31332542,289.5204,79.64315,74.2397,315,265,580,0,0,1,2,73.32386364,2262.244,15.74375,NA,NA,NA,NA,NA,427.1234,802.1023975,4610,0
206,M,10mg,31.57,0.07,457000,223.0625,0.291894942,5.5248945,72.33994,3.464957,6,0,6,0,1,2,4,709.9289773,675.43,13.1125,6.654959862,9.699103713,625.3908693,617.4562226,362.6913148,625.5388,719.9261777,12146.25,0
207,M,10mg,35.18,0.07,2540000,430.25,16.1564232,58.392105,148.3123,60.83656,170,155,325,0,0,0,2,522.5426136,400.6722,13.05,NA,NA,NA,NA,NA,239.7917,5420.444835,14729.375,0
208,M,10mg,31.55,0.07,727000,287.1875,0.067027763,10.1212635,149.2551,8.007358,0,0,0,0,0,0,0,NA,262.682,11.74375,NA,NA,NA,NA,NA,183.7661,1722.391451,9333.75,0
209,M,10mg,32.44,0.06,716000,422.75,4.523858165,21.06291,177.1124,15.64799,1,0,1,0,0,0,0,NA,766.9804,11.90625,NA,NA,NA,NA,NA,497.8984,896.957921,11808.75,0
210,M,10mg,38.88,0.09,422000,492.6875,0.975049733,26.33013,114.3008,40.18364,42,15,57,0,1,1,1,66.10795455,201.971,12.26875,NA,NA,NA,NA,NA,212.6897,1835.879606,10633.125,0
211,M,10mg,32.26,0.1,6660000,884.625,38.46101271,80.366685,132.0801,97.00987,245,220,465,0,2,1,1,89.55965909,468.351,14.65,NA,NA,NA,NA,NA,517.9236,6973.010186,10000.625,0
212,M,10mg,37.1,0.13,1090000,574.875,15.31867994,132.35211,63.13119,56.9557,213,130,343,0,1,1,3,43.02556818,1360.6996,15.05,NA,NA,NA,NA,NA,782.0203,5251.018973,5525,0
213,M,10mg,36.63,0.07,1110000,500.0625,9.779046219,36.026745,138.5518,41.58358,267,127,394,0,2,1,1,105.1278409,588.2984,12.38125,NA,NA,NA,NA,NA,587.3738,4193.234034,15787.5,0
214,M,10mg,37.23,0.08,164000,222.5,0.446894029,12.472221,154.6925,16.44766,13,0,13,1,2,1,2,35.44034091,681.3524,22.55,NA,NA,NA,NA,NA,482.6776,1826.487243,7890.625,0
215,M,10mg,34.54,0.09,411000,344.375,0.82564403,9.289476,90.69385,15.44795,0,0,0,0,0,0,0,NA,286.9242,11.6125,NA,NA,NA,NA,NA,194.7549,1121.049462,8719.375,0
216,M,PBS,27.86,0.08,469000,328.6875,2.293179743,16.05426,87.01252,8.67063,0,0,0,0,0,0,0,9.245754766,244.2224,11.41875,NA,NA,NA,NA,NA,88.54201,195.8667167,11615.625,0
217,M,PBS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,M,PBS,30.55,0.05,557000,365.75,1.117288372,11.318364,99.30432,13.216,1.5,0,1.5,0,1,0,0,177.6178237,516.6816,13.275,NA,NA,NA,NA,NA,515.9895,2426.602041,10925,0
219,M,PBS,29.33,0.09,1310000,248.9375,3.807831459,9.373626,185.4229,39.30703,1,0,1,1,1,1,3,23.56642042,2308.87,14.43125,9.554605781,9.628432956,11.49937461,11.66353971,1208.953062,447.804,1976.377376,11792.5,0
220,M,PBS,29.21,0.08,868000,227,0,9.171939,143.1094,18.58048,0,0,0,0,0,0,0,15.90530264,683.6806,12.35,NA,NA,NA,NA,NA,394.4459,647.7601684,12852.5,0
221,M,PBS,32.45,0.06,762000,264.125,0.094593627,12.5799495,80.58247,4.691104,0,0,0,0,0,0,0,18.56703823,693.0436,12.30625,NA,NA,NA,NA,NA,187.2213,908.4533231,13768.75,0
222,M,PBS,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,11.5625,NA,NA,NA,NA,NA,226.1727,1105.927757,11378.75,NA
223,M,PBS,38.93,0.07,610000,226.4375,0.023365571,9.9673125,176.7674,26.21834,0,0,0,0,0,0,0,18.99156162,1353.1102,11.49375,NA,NA,NA,NA,NA,574.3694,943.8397275,9368.75,0
224,M,PBS,38.76,0.14,376000,254.125,0,7.004394,136.4497,31.60751,0,0,0,0,0,0,0,123.114443,284.7974,11.375,NA,NA,NA,NA,NA,234.875,313.9113276,15455,0
225,M,PBS,36.06,0.1,528000,366.4375,0.932166515,8.5727355,146.2397,22.22129,0,0,0,0,0,0,0,9.844775497,257.8556,11.45625,NA,NA,NA,NA,NA,187.0392,723.4411633,13071.25,0
226,F,10mg,29.95,0.14,6480000,1053,45.24735877,0,134.2067,100.9301,230,221,451,0,2,1,2,191.5198864,1289.3106,22.96875,8.167287844,13.36249822,378.3067542,385.7254534,557.8323806,401.9421,9665.526259,15023.75,2.9
227,F,10mg,35.45,0.09,1720000,562.3125,6.402031592,39.255375,206.5458,63.5822,95,80,175,0,1,2,3,667.9119318,1130.263,14.21875,24.53770069,16.72357377,625.3908693,599.1479049,1448.414162,279.036,7127.145435,5680,0
228,F,10mg,31.27,0.11,2740000,560.5,7.939543901,109.265415,121.1848,58.29123,215,118,333,0,0,0,1,334.2045455,746.472,13.05,9.848050459,12.01451131,620.9193246,69.07442151,297.9669924,624.1436,3537.894461,9359.375,0
